0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0,003422527
0,002849274
0,002372012
0,001974697
0,001643939
0,001368575
0,001139345
0,0009484983
0,0007896292
0,0006573641
0,0005472577
0,0004555893
0,0003792804
0,0003157496
0,0002628618
0,0002188331
0,000182178
0,0001516631
0,0001262596
0,0001051113
0,06210414
0,01048995
0,008732886
0,007270117
0,006052399
0,005038586
0,004194641
0,00349205
0,002907105
0,002420197
0,07286987
0,01422052
0,01183853
0,009855652
0,008204766
0,006830482
0,005686379
0,004733887
0,00394104
0,003280869
0,07773331
0,010289
0,008565597
0,007130852
0,00593647
0,004942055
0,004114304
0,003425179
0,00285141
0,00237381
0,06009804
0,0120426
0,0100255
0,008346214
0,006948242
0,005784388
0,004815521
0,004008923
0,003337412
0,002778406
0,002313018
0,001925592
0,001603055
0,001334541
0,001111007
0,0009249115
0,0007699919
0,0006410158
0,0005336463
0,0004442608
0,0003698462
0,0003078979
0,0002563244
0,0002133906
0,0001776478
0,000147891
0,00012312
0,000102497
8,532881E-05
7,103637E-05
5,913764E-05
4,923202E-05
4,098587E-05
3,41206E-05
2,840549E-05
2,364744E-05
1,968659E-05
1,638908E-05
1,364391E-05
1,13585E-05
9,455997E-06
7,872116E-06
6,553512E-06
5,455837E-06
4,541958E-06
3,781179E-06
3,147847E-06
2,620569E-06
2,181632E-06
1,8162E-06
1,511995E-06
1,258731E-06
1,047896E-06
8,723722E-07
7,262489E-07
6,046041E-07
5,033321E-07
4,19023E-07
3,488391E-07
2,904067E-07
0,06226851
0,01043022
0,008683152
0,007228727
0,006017923
0,005009899
0,004170761
0,003472157
0,002890568
0,002406406
0,07301212
0,01423283
0,01184887
0,009864159
0,008211937
0,006836395
0,005691414
0,00473793
0,003944473
0,003283691
0,02773048
0,001911087
0,00159111
0,001324539
0,001102676
0,0009179687
0,0007642364
0,0006362152
0,0005296326
0,000440979
0,08974763
0,0153392
0,01276986
0,0106309
0,008850263
0,007367808
0,00613375
0,00510627
0,004251035
0,003538947
0,08135202
0,01620918
0,01349414
0,01123392
0,009352155
0,007785756
0,006481609
0,005395913
0,004492152
0,003739662
0,05261347
0,006277664
0,00522617
0,004350783
0,003622036
0,003015375
0,002510239
0,002089834
0,001739729
0,001448361
0,07391981
0,01356162
0,01129005
0,009398927
0,007824637
0,006513994
0,005422924
0,004514562
0,003758376
0,00312885
0,05917922
0,01251701
0,01042041
0,008675002
0,007221926
0,006012261
0,005005187
0,004166847
0,003468889
0,002887851
0,07258806
0,01456263
0,01212338
0,01009274
0,008402176
0,00699482
0,005823212
0,004847794
0,004035797
0,003359757
0,07791954
0,01025444
0,008536911
0,007106896
0,005916557
0,004925461
0,004100533
0,00341362
0,002841873
0,002365837
0,1091217
0,02024748
0,01685598
0,01403265
0,01168216
0,009725399
0,0080964
0,006740251
0,005611248
0,004671383
0,004095974
0,003202839
0,002666378
0,002219734
0,001847935
0,001538429
0,001280727
0,001066189
0,0008876228
0,000738945
0,049846
0,007734051
0,00643856
0,005360146
0,00446229
0,003714867
0,003092637
0,002574606
0,002143364
0,001784353
0,0734423
0,01378706
0,01147772
0,009555196
0,007954731
0,006622276
0,005513058
0,004589653
0,003820839
0,003180847
0,0726355
0,01481453
0,01233311
0,01026726
0,008547554
0,007115784
0,00592392
0,004931717
0,00410553
0,003417969
0,05315216
0,006057587
0,005042953
0,004198227
0,003494949
0,002909699
0,002422256
0,002016525
0,001678734
0,001397591
0,1357928
0,02390877
0,01990404
0,01657011
0,01379462
0,01148403
0,009560442
0,007959075
0,006625931
0,005516088
0,004870458
0,00377635
0,003143787
0,002617226
0,002178821
0,001813889
0,001510048
0,001257133
0,001046524
0,0008712768
0,05315043
0,008406702
0,006998577
0,005826318
0,004850406
0,004037961
0,003361609
0,002798551
0,00232976
0,001939557
0,07367102
0,0135795
0,01130492
0,009411372
0,007834967
0,006522608
0,005430028
0,004520562
0,003763364
0,00313297
0,04686173
0,01045285
0,008702052
0,007244397
0,006030983
0,005020834
0,004179768
0,003479707
0,00289692
0,002411493
0,07652871
0,0108111
0,009000188
0,007492693
0,006237654
0,005192882
0,004323053
0,003598908
0,002996108
0,002494283
0,07292931
0,01429215
0,01189819
0,009905243
0,008246136
0,006864872
0,005715046
0,004757748
0,003960839
0,003297386
0,009734401
0,004375591
0,003642674
0,003032546
0,002524581
0,002101717
0,001749678
0,001456606
0,001212628
0,00100951
0,06255478
0,0105002
0,008741423
0,007277239
0,00605829
0,005043519
0,004198765
0,003495432
0,002909967
0,002422548
0,07314593
0,01426466
0,01187529
0,009886244
0,008230234
0,006851675
0,005704101
0,004748529
0,003953293
0,003291041
0,05259789
0,00607043
0,005053657
0,00420721
0,003502441
0,002915815
0,002427379
0,002020845
0,001682327
0,001400572
0,07391586
0,01354687
0,01127773
0,009388752
0,007816086
0,00650692
0,005417023
0,00450964
0,003754291
0,003125448
0,07600336
0,01332982
0,01109707
0,009238302
0,0076909
0,006402668
0,005330211
0,004437422
0,003694132
0,003075384
0,07233009
0,01455383
0,0121161
0,0100867
0,008397076
0,006990549
0
0
0
0
0
0
0
0
0
0
0,005949565
0,004953062
0,004123419
0,003432711
0,009350381
1,108295
0,900052
0,1519412
0,02560785
0,004276597
0,0006773277
7,251467E-05
2,768984E-05
4,178971E-05
0,003777132
0,003299162
0,0005120188
4,420529E-05
3,223455E-05
4,262563E-05
4,204825E-05
3,976375E-05
3,733019E-05
3,499931E-05
0,008158599
0,007232024
0,001165764
0,000144811
2,434273E-05
4,984664E-05
5,129131E-05
4,884624E-05
4,591482E-05
4,306031E-05
0,0735557
0,01221269
0,01016705
0,008464098
0,007046337
0,00586607
0,004883537
0,004065514
0,003384514
0,002817688
0,07283936
0,01454628
0,01210976
0,01008141
0,008392716
0,006986999
0,005816651
0,004842377
0,00403122
0,003356018
0,04648316
0,01057976
0
0
0
0
0
0
0
0
0
0
0
0
0
0,005199966
0,004329071
0,003603973
0,003000259
0,002497711
0,07290184
0,01429047
0,01189674
0,009904099
0,008245086
0,00686409
0,005714302
0,004757232
0,003960343
0,003297005
0,04652864
0,01053831
0,008773136
0,007303619
0,006080274
0,005061827
0,004213982
0,00350812
0,002920527
0,002431331
0,002024083
0,001685047
0,00140281
0,001167831
0,0009722233
0,0008093739
0,0006738055
0,0005609417
0,0004669857
0,0003887636
0,0003236473
0,0002694356
0,0002243048
0,0001867345
0,0001554561
0,0001294175
