26.00728,27.2549;-21.52996,41.87108
23.16662,31.30507;-60.05586,80.16883
21.21366,37.66837;-19.14197,118.8455
19.48326,46.64598;-33.61237,164.8315
19.27563,53.57804;13.38637,126.2376
19.03535,58.91972;-12.5079,70.92184
16.90739,61.15225;-46.74045,20.8341
13.26567,60.29293;-67.66308,-31.51688
8.134545,56.81683;-94.37841,-70.93738
4.980132,52.67228;-32.19783,-68.23882
3.755386,46.86721;-14.68435,-110.8385
3.963164,41.24085;8.752601,-146.8206
2.645426,34.24208;-37.00228,-101.9906
0.2245914,30.64694;-42.02372,-39.43118
-0.2578174,27.38366;8.521251,-61.82393
1.244487,22.00633;33.15417,-103.3658
1.870319,19.64989;31.31322,-117.9034
1.53114,31.4979;0,0
0.09896342,33.28277;-35.6435,44.42106
-0.07653253,34.44808;12.95485,7.313727
-0.5658316,36.24783;-18.4608,41.23892
-2.892842,40.53294;-48.79615,86.31879
-4.845215,46.59719;-24.63338,108.4115
-4.711574,51.08884;15.35196,58.5494
-3.848385,52.3276;17.19981,10.72286
-4.656784,54.10299;-28.46404,38.96991
-6.46698,57.16397;-31.07796,57.0224
-7.480665,60.68606;-10.00501,59.63788
-6.712399,63.12564;23.95354,31.50021
-3.672396,63.34472;63.86792,-9.913469
1.234956,60.9808;90.69417,-53.87718
6.702746,55.64003;91.44947,-106.2995
11.38131,47.2932;71.45398,-155.2921
13.18448,39.84673;16.7851,-128.3659
12.40395,34.00382;-27.58683,-82.33097
8.648815,28.49696;-79.78374,-96.52952
2.242184,24.37343;-120.0905,-55.19924
-6.233343,22.89312;-151.7502,-9.762794
-13.30648,23.96809;-101.423,31.46765
-17.4849,27.40376;-54.19578,69.94135
-18.95939,33.04712;-10.13319,105.982
-17.91006,40.76829;31.01786,139.9391
-14.37251,50.31469;72.68086,168.6221
-8.540631,58.38541;109.2634,117.9176
-2.175077,63.09177;104.6265,59.19194
2.790507,64.65882;72.15796,9.980156
6.191307,63.2925;49.23578,-38.80642
7.574729,59.26619;10.32347,-81.06934
6.387486,53.14516;-34.53596,-112.4111
4.568147,48.96865;-28.29141,-48.76154
4.116662,46.46931;5.49763,-33.65852
2.441074,43.39074;-44.32153,-60.08973
-1.853834,41.44564;-85.03036,-18.96004
-8.332181,42.02278;-119.3426,23.60413
-15.88487,41.43306;-129.2097,-26.18996
-21.75595,39.29956;-147.8883,-66.64497
-31.20463,33.59779;-162.2926,-108.9927
-28.77834,26.70276;55.17137,-117.909
-24.1053,18.17265;89.06884,-154.1706
-17.71346,7.37641;115.1511,-192.6733
-9.464195,2.778005;148.438,13.90025
0.6813748,5.231464;179.3414,54.1318
9.251894,9.876345;125.0837,88.86109
15.16443,16.68821;85.64253,125.6976
18.33254,25.42031;36.78091,155.3661
19.46332,32.36371;10.09007,96.42544
20.60611,36.89314;23.4475,65.36309
20.31245,42.26497;-18.75166,101.5009
17.62077,49.7444;-57.68368,136.1296
11.99854,57.41597;-111.4088,123.9261
3.930965,62.93047;-145.8447,76.31567
-6.398464,66.06773;-185.1673,40.57117
-18.29464,67.51139;-204.8166,15.99759
-28.09357,67.96801;-143.1109,3.511098
-30.71827,65.93322;14.08676,-78.6077
-29.60319,59.29821;20.81077,-126.3784
-26.74907,50.4946;60.70528,-156.8249
-23.58762,39.69021;48.80889,-191.5862
-18.60322,29.46093;99.89722,-160.2776
-18.60322,29.46093;99.89722,-160.2776
11.00037,57.64171;0,0
9.337374,59.21348;-41.39138,39.12087
5.914771,59.40265;-64.83181,-14.39037
4.165651,57.99166;-11.8232,-28.00908
4.469966,58.67755;10.82774,25.47489
4.333052,58.03706;-8.612447,-28.2241
2.13817,55.85857;-50.35174,-40.38474
-2.095864,52.21186;-83.68454,-72.87392
-5.756922,46.09764;-50.00677,-116.2214
-7.725903,39.85527;-24.44526,-98.19148
-7.88331,36.18424;8.027056,-43.18116
-5.91067,35.45113;45.11834,2.805376
-1.601724,37.13856;85.02634,40.55489
5.247376,39.59594;128.5424,41.20603
10.5644,43.01652;69.18446,64.79356
15.38088,44.71114;85.814,10.42493
21.08027,45.5236;99.61627,15.08424
26.41992,48.25335;83.92197,60.42372
29.26447,52.92993;29.62809,86.61227
28.94059,59.01154;-22.5274,108.7179
25.38932,65.74466;-77.18619,114.0629
19.04586,68.2203;-119.6876,11.01479
10.39004,68.25011;-156.3049,12.50561
5.782538,68.27077;-174.3387,13.5388
-10.83624,11.15205;0,0
-1.630187,28.88653;0,0
-1.112547,31.0986;12.88453,55.06028
-1.71152,36.1315;-21.17438,98.13674
-4.202366,43.43689;-51.51226,133.4577
-5.189899,49.79401;0.9415437,111.2475
-6.009938,54.02596;-20.81783,50.71996
-6.827192,55.78136;-10.14269,18.86433
-6.479824,56.53635;13.5363,9.662729
-5.27461,58.46272;23.38573,43.20202
-3.401742,61.40728;35.11558,52.06963
-0.9590168,62.44761;43.54206,0.4458237
2.232547,60.27975;58.05538,-54.08485
5.721356,54.88992;58.28191,-107.4438
7.2414,48.21351;13.52225,-124.6311
6.97424,43.13417;-13.2412,-65.20333
4.416831,40.84514;-57.06458,-25.03661
-0.5944827,40.92223;-96.61691,14.14565
-6.039318,43.26925;-88.00448,51.3778
-9.745274,47.63743;-49.02556,83.37582
-10.80245,53.92219;-2.290728,115.3405
-8.69794,61.12879;53.38979,122.583
-3.424133,67.48019;104.8651,97.78318
0.7264002,68.16714;51.67746,8.356697
2.984702,65.80463;30.86332,-54.5312
3.121455,61.05084;-11.67789,-91.46102
0.8098201,54.17712;-51.708,-126.0129
-0.5349274,45.29415;-8.103239,-158.975
0.6433627,34.53074;33.22881,-189.5276
4.842918,23.48396;88.03349,-181.5926
11.63838,14.57948;125.6787,-132.2694
16.19913,9.557508;71.33429,-80.78835
22.15193,4.922247;112.9675,-75.6198
26.91786,2.142821;63.11217,-32.04602
28.61945,3.79994;11.4567,32.26908
28.61945,3.79994;11.4567,32.26908
7.25761,55.20935;0,0
5.844311,53.40997;-35.17932,-44.78957
2.626474,49.7065;-62.75629,-70.12628
-1.733561,47.56654;-77.62179,-18.88344
-4.602845,48.17955;-33.36744,24.43228
-5.713602,50.80627;-11.33363,53.35843
-7.650231,54.07737;-42.57924,55.21827
-9.730611,56.42445;-30.88138,31.33704
-10.51858,58.13197;-3.963128,35.49754
-9.013753,58.64482;39.35526,-4.490908
-6.252589,57.69107;49.41887,-21.50806
-5.660781,56.64472;-9.325006,-15.51377
-8.329268,54.91502;-61.79819,-35.44354
-12.86317,51.72242;-82.42609,-61.98568
-17.69204,46.11932;-79.63223,-108.8583
-19.51028,40.34729;-27.09456,-129.1025
-21.44607,34.99266;-34.82191,-69.8494
-21.95205,32.77432;4.411993,-20.98835
-19.93959,32.84458;47.93396,11.94069
-15.72261,32.29546;81.37087,-19.47292
-9.855332,29.20533;105.9622,-67.23849
-5.363408,27.03951;59.74348,-20.91498
-2.142735,23.59389;50.82981,-75.38387
0.7114206,20.05521;73.01646,-88.57015
6.469346,15.69783;107.3026,-64.91169
14.60913,13.06792;149.6807,-33.56744
21.61318,12.82605;100.7269,10.40964
25.63066,14.2976;50.55326,31.45403
29.16858,13.98795;63.22353,-23.04428
31.12956,14.28607;17.87443,18.62128
29.33656,16.93496;-41.33803,56.74326
25.4089,21.89258;-77.3629,95.4187
22.50227,29.09956;-34.35496,132.3315
21.96531,38.51325;3.471048,169.0653
20.54225,46.57047;-37.03725,117.3862
16.83434,51.61945;-73.97779,67.99911
11.51303,53.49591;-96.00826,13.36944
5.025279,52.17091;-114.2082,-39.44763
-2.509281,47.81004;-131.2739,-89.01689
-11.41956,40.82714;-157.0597,-129.8691
-18.2536,32.61654;-92.85993,-140.3509
-21.94822,26.19783;-46.32602,-90.74198
-22.96837,22.64122;-2.705974,-43.98352
-21.50401,21.76675;37.71764,-0.3387506
-17.67921,23.3354;76.63708,39.14606
-13.40364,24.44381;68.75089,8.406024
-11.64597,25.58026;10.12947,24.10745
-12.03675,29.04233;-14.65247,74.30008
-12.03675,29.04233;-14.65247,74.30008
23.79799,33.67088;0,0
21.54733,33.48768;-56.02791,-4.560479
16.64951,32.15036;-94.31187,-30.99648
10.34538,32.50247;-110.4782,23.89913
5.329087,35.5739;-81.8124,76.04804
2.106592,38.80182;-40.04029,42.99121
1.551017,41.09222;5.716818,35.92792
2.011192,42.66193;8.647851,21.51489
1.107792,44.15264;-26.66982,26.62759
-0.2878135,45.46592;-21.68798,19.66385
-2.191855,45.07471;-36.7979,-19.28968
-2.097648,43.98861;13.49443,-25.08543
0.3974678,41.03057;55.42888,-61.27971
5.556168,36.32436;101.0437,-86.94316
13.35473,30.1585;144.2586,-110.6057
22.34559,22.49638;152.6959,-136.1648
28.90283,14.00525;88.12193,-144.2377
30.72367,7.362493;-13.81658,-94.35435
28.30517,3.596803;-53.31525,-47.4284
23.63355,2.524931;-90.0084,-3.458627
20.32202,3.782024;-37.13739,40.61625
16.25077,7.350734;-83.00375,68.8189
9.980217,11.72919;-115.1563,75.09692
5.048281,14.43575;-66.16783,30.49451
3.112,14.78145;-15.79757,-6.267264
4.166708,13.2339;33.92246,-35.50977
8.118753,12.3255;81.64133,-5.238452
11.11224,10.44133;34.48843,-44.23724
11.42884,9.532279;-8.862333,-1.071355
9.016587,10.74354;-55.69337,30.65116
6.044594,10.2791;-46.66037,-26.49104
4.990223,7.120811;-3.433716,-65.55208
3.455562,5.253195;-36.44106,-14.42608
2.949442,6.11091;5.088249,28.34287
4.801678,9.420519;43.55381,68.43188
5.67997,14.9895;0.5321426,104.8949
4.064441,22.63234;-40.38794,138.5396
-0.3522798,31.56838;-89.93713,154.1609
-4.66313,42.43604;-63.0509,194.4655
-6.641632,55.24355;-18.27752,222.9011
-6.383425,66.14239;15.35651,161.5757
-6.05447,66.88069;0.6557789,-37.24525
-7.404274,62.91245;-33.86338,-80.43408
-10.59047,56.35052;-62.58773,-123.6704
-15.58072,47.40046;-93.32152,-161.7859
-19.30686,36.46594;-46.87186,-192.3918
-20.31431,23.82082;-2.080452,-219.8874
-18.73654,12.75908;40.20055,-167.0993
-14.79422,4.801588;78.23917,-115.8728
-9.562822,2.870314;91.60525,18.51571
-2.498614,5.371859;130.6784,53.08355
2.799777,7.704774;67.67764,31.97668
5.137341,11.25577;25.01567,72.5951
5.226119,17.29371;-10.02138,114.5106
2.812075,25.26899;-55.05913,142.0836
1.226534,35.1237;-12.44062,175.2403
2.333313,46.62241;33.57604,199.826
6.475224,58.79419;86.43329,204.4915
11.57208,67.04399;117.833,154.4196
17.37393,66.94158;86.38129,-35.17118
22.9963,62.71183;97.42312,-87.86964
29.75727,55.66675;120.2637,-131.994
29.84373,48.2426;-38.42069,-119.7543
26.05939,43.06038;-75.20179,-70.15182
20.25043,40.79772;-107.5229,-21.90623
12.48276,41.21198;-140.3539,21.00316
2.712214,43.97906;-174.0021,58.45023
-8.478894,48.9721;-192.786,95.40168
-17.33828,53.78495;-125.6729,72.83646
-22.59094,59.1926;-68.98688,98.67791
-24.82402,66.39373;-21.72643,130.6011
-24.38078,67.21944;21.59914,-25.98812
-21.50489,64.11755;60.92859,-64.40292
-18.5158,61.81998;44.47393,-25.6063
-17.06476,58.36518;14.35159,-73.35057
-15.6307,53.04748;28.6107,-96.25459
-12.68035,47.45121;59.29528,-91.94621
-8.093224,42.00116;84.94083,-90.40824
-3.406021,36.62843;74.87616,-89.22865
-0.9688904,30.25029;23.92015,-114.7877
1.387716,25.6363;46.8323,-58.48152
5.168089,24.31667;71.04162,-4.224094
10.17199,26.18496;89.59975,48.47782
13.57764,30.49409;40.79726,83.3368
16.9592,33.25346;77.73282,41.01513
19.30981,35.76077;20.42282,42.23726
18.68967,39.37812;-25.3761,69.28142
15.35675,44.51453;-70.39442,93.7375
10.4273,50.50436;-88.00945,102.9309
4.424233,55.25878;-106.0503,67.74038
0.546097,59.84206;-44.46763,80.70939
0.09505703,63.4872;10.51152,51.11034
1.91206,64.45017;40.03306,-0.9654483
4.419718,62.56762;42.80264,-46.31683
6.374114,61.42059;27.66161,-5.908015
7.165049,62.58459;6.25715,31.82811
6.967999,63.50409;-7.910909,7.404506
4.99444,62.21589;-45.27562,-35.65742
2.403428,57.89166;-42.2588,-90.01973
1.278076,50.81605;-7.290005,-131.7393
-0.3143229,41.25641;-35.98529,-172.9899
-3.702021,32.31506;-85.14102,-183.0114
-9.346868,23.98974;-98.52536,-117.2038
-13.24279,18.77169;-48.56694,-72.26466
-17.24064,16.59475;-75.5795,-18.77143
-19.89942,17.12425;-29.15196,22.30237
-19.9448,20.02973;13.0792,61.35895
-17.59387,25.20691;52.01575,98.64007
-13.14031,32.6568;85.17932,136.7995
-9.548563,38.58992;47.53544,80.43317
-8.500357,40.83396;19.25175,48.21468
29.17177,58.30466;0,0
13.13047,49.32871;0,0
11.79003,47.47501;-33.37292,-46.15124
8.236807,43.47113;-71.97623,-76.93009
2.945472,39.75865;-96.23925,-54.60067
-3.912274,37.94491;-123.2772,-18.35161
-9.982224,38.15033;-90.47951,14.07363
-13.43297,39.52577;-41.50921,27.28226
-14.12593,41.79688;3.007902,43.13939
-12.93276,45.00664;28.18252,58.71674
-10.92474,47.56086;36.12468,34.79218
-8.259509,48.48782;48.60587,6.066634
-3.3936,49.76141;97.16388,28.68215
4.128013,51.31635;139.3184,24.59779
11.20735,50.60411;107.6878,-29.71843
16.07274,46.99629;68.20132,-75.08283
19.02139,40.58878;39.89586,-122.4486
22.1194,32.37629;58.53153,-144.8121
25.4771,26.23692;54.75894,-81.64242
27.26806,23.44967;17.72762,-29.33563
28.26176,23.48713;16.11953,15.15613
28.34165,25.3447;-5.84504,38.84145
26.46977,29.28162;-43.66488,78.87569
22.05178,32.51273;-88.40633,41.71521
18.85104,36.26548;-36.30244,72.82876
15.76225,38.3591;-58.99835,16.44446
12.53922,41.06008;-51.26915,59.07709
7.839869,45.16025;-91.68119,72.97991
4.755212,50.13372;-31.79491,87.84935
4.631501,53.59128;12.44918,42.96497
6.055173,53.85403;29.34563,-14.35856
7.556072,51.36684;30.16387,-63.91615
7.058403,47.16111;-27.09497,-73.27407
3.350982,43.78838;-78.86452,-47.9875
-3.280347,41.97902;-126.1694,-21.48377
-8.84696,42.34935;-76.56658,19.69828
-11.58611,45.09656;-30.65573,58.62508
-11.64794,50.01968;13.4393,93.67662
-8.692487,56.14436;66.84474,106.3409
-3.290437,60.54585;101.4868,57.32116
0.9021189,62.1805;54.51862,12.58398
2.259782,61.40205;7.19327,-25.46074
1.08679,61.61207;-32.73022,17.527
-1.044208,64.89854;-36.99259,73.12878
-4.764964,68.28194;-74.26775,14.09683
-8.040446,65.90992;-45.06123,-51.91071
-9.169207,61.14445;-6.030879,-93.03787
-8.201603,53.9059;26.98501,-134.3188
-5.543239,44.1599;52.82599,-176.3553
-3.376569,31.87801;27.9594,-218.7311
-3.320987,18.62464;-10.78154,-246.4811
-5.406859,6.248684;-46.52467,-186.7128
-7.205948,2.860283;-21.83912,18.01417
-7.046679,5.704795;14.59806,61.9568
-5.985023,9.947998;19.24652,75.16033
-4.46278,12.52584;28.40887,27.34204
-4.353518,15.6751;-11.13569,64.94956
-3.619069,19.77105;23.68436,70.04424
-3.860116,25.45021;-17.56277,106.8608
-6.55182,33.16787;-58.27153,139.4405
-11.5774,39.58327;-96.31496,91.1296
-18.72809,43.16614;-130.5,44.41846
-25.71394,43.96339;-156.011,1.74783
-32.64545,43.6566;-95.84013,-8.473534
-28.79842,43.38004;54.76552,-2.75694
-23.44137,42.83054;106.3484,-12.30626
-15.11141,42.01915;154.8997,-14.13582
-4.276071,42.19657;193.3276,11.32359
5.21465,44.50526;141.1096,51.79616
11.56433,48.99076;88.68359,86.06898
14.61797,54.69759;32.48328,99.66058
14.92092,58.69542;-8.341768,50.59549
13.31712,59.57531;-35.79974,-2.764812
10.85171,57.3769;-43.82643,-53.29842
10.06952,52.7966;1.973399,-87.76497
11.85137,46.16543;43.29949,-121.8207
15.96389,37.52407;80.96637,-155.0427
20.17602,26.53055;64.9938,-197.1718
24.429,16.55161;73.81863,-151.3416
28.96735,11.69974;103.3015,-88.76492
30.72915,8.274984;-13.54245,-41.58233
27.96974,7.061112;-61.98767,-9.899199
26.01257,8.17135;-18.40845,32.40575
23.30794,11.63015;-58.23008,70.1404
18.38144,17.33536;-93.90673,107.4267
14.15603,25.50154;-59.01031,150.2771
12.04308,36.06519;-23.60544,188.84
8.966204,45.36517;-64.86585,138.5718
3.491689,52.16495;-104.2392,101.0984
-0.7920806,56.38787;-55.41434,55.43888
-2.291906,57.9478;-10.20388,11.68142
-2.942407,56.62075;-11.30608,-38.74004
-4.643121,53.13282;-36.74902,-67.77729
-6.746599,48.63684;-34.30029,-78.57571
-7.090324,42.53812;8.227094,-113.0988
-5.18242,37.86707;43.36426,-60.73891
-1.12487,36.07517;79.62678,-14.85167
5.200267,36.71886;118.2112,23.25075
9.867702,39.00044;58.14056,45.29914
11.05569,41.76733;1.140595,46.62516
9.290608,43.0345;-44.4355,8.793586
8.499602,44.86608;1.968604,41.25346
8.348552,45.04605;-4.734874,-15.47637
7.096859,42.08684;-28.81897,-66.04674
6.877418,37.56497;8.327302,-100.9779
5.529668,33.19708;-37.54343,-59.15264
1.938812,31.61114;-70.88594,-10.52168
-1.50772,33.15984;-51.01957,43.61411
-2.27549,36.4855;5.824621,61.34362
0.1350203,38.99644;57.05505,32.45524
5.042348,39.23329;94.05756,-9.969254
11.78742,36.78582;121.5666,-55.924
17.94137,36.38565;131.6273,6.166731
23.62476,38.10626;76.79958,39.7174
26.12927,41.70085;24.70081,69.89384
25.75813,47.16659;-21.291,101.6397
24.43022,53.16898;-22.57599,99.40814
24.71415,57.25918;18.078,53.02231
24.12236,58.64752;-23.49759,8.689512
20.98071,57.7155;-66.66049,-27.4086
15.10758,55.93861;-113.3314,-30.74888
10.30662,52.60694;-63.84431,-67.72083
8.309043,47.12175;-18.41729,-103.161
8.351048,39.1679;10.05055,-147.1266
8.76278,32.44022;10.60605,-160.7477
7.556308,24.64678;-35.1518,-114.93
3.633054,19.36038;-80.26158,-75.1125
-3.203909,14.89157;-130.5768,-74.26965
-9.055095,12.26372;-81.45975,-28.94433
-12.07349,12.2353;-35.19944,13.41679
-12.38087,14.54571;9.493586,50.92317
-10.1339,19.01489;51.19741,86.18072
-6.58166,23.24684;63.21242,62.9978
-1.761478,28.74581;88.83441,105.8017
5.030697,35.0338;125.2488,104.4249
12.67666,41.10463;128.6241,99.69051
20.33526,45.23586;127.2909,53.83718
26.91151,47.12535;101.0848,20.60147
30.86736,46.89508;48.86585,-15.77925
30.11267,44.51617;-29.50186,-51.39812
27.21625,39.6046;-57.55041,-96.92081
25.109,35.61929;-24.21181,-51.61369
25.08147,34.54561;11.06007,-1.576192
26.09395,33.87214;19.87087,-16.01227
26.95126,34.19073;11.7259,15.67687
25.99256,36.70126;-29.55509,54.82365
22.66228,41.46923;-68.30151,91.67491
17.08731,48.34854;-105.0732,126.0397
9.327848,57.13846;-141.309,156.6432
-0.5633072,64.64821;-176.5007,109.8502
-9.948347,68.36322;-193.9164,59.27409
-19.67408,66.16882;-146.6114,-45.4744
-26.43213,61.94549;-96.13712,-82.65189
-29.65773,57.42358;-33.11644,-71.90311
-29.82875,54.85379;11.90162,-28.74053
-26.8754,53.54918;67.62675,-18.42641
-21.44492,50.78653;101.8679,-59.63234
-16.92893,45.47381;62.36326,-102.8068
-15.10878,41.09168;14.72689,-58.58578
-12.62068,36.11736;54.62558,-94.97063
-7.364952,29.74528;103.8383,-111.8366
0.248405,24.94404;138.3014,-64.54113
9.901138,22.79654;172.0907,-21.7624
17.29688,20.27428;110.1387,-54.33795
22.00356,18.82564;63.06038,-9.421045
23.96165,19.90456;17.91085,31.39598
23.30895,20.11683;-24.94641,-9.906734
19.81717,18.83048;-74.6367,-27.14625
16.86446,18.45846;-36.90833,4.005744
16.76269,19.81485;15.38837,31.81507
19.27329,23.25981;54.88943,70.09565
24.15317,28.81137;94.38863,103.6394
27.74287,33.32937;43.00256,61.53313
28.10129,36.60397;-12.0843,51.31662
25.7778,41.17164;-51.83319,88.43502
21.15124,47.86404;-89.5791,122.9961
14.14155,56.30299;-130.2768,149.4257
4.806411,63.49635;-168.099,105.5327
-2.465067,66.70097;-186.416,71.82111
6.233826,3.316356;0,1.986697E-07
-1.123882,59.12196;0,0
-2.692469,57.45763;-39.06237,-41.44661
-6.710159,53.6162;-80.74425,-75.19984
-9.775493,51.02029;-36.67588,-27.72837
-10.18903,51.02661;7.473111,13.60056
-7.9079,53.15508;53.09296,46.31159
-2.613155,56.21752;105.6,53.45229
2.590207,57.27954;77.62284,0.2521069
4.523242,56.87497;38.83411,-13.53903
-0.7809334,10.18543;0,0
-27.79579,15.43599;0,0
-26.60458,17.38826;29.66487,48.61774
-23.25575,21.78562;68.71712,85.51049
-18.64778,27.07459;80.8623,89.56701
-15.05893,32.32094;49.60602,86.51994
-12.02461,37.77247;51.12494,93.12492
-8.872507,43.5373;53.30346,97.67035
-6.182146,49.13585;40.76773,91.31491
-2.916823,53.81316;61.18621,71.55414
1.607435,56.33309;82.48988,27.63235
4.199919,57.24089;24.11484,9.055006
3.297776,57.63902;-34.12826,5.611815
-0.210308,56.26647;-70.55591,-36.85675
-3.720937,51.90852;-52.74034,-90.26035
-7.966691,45.13667;-81.96986,-126.6235
-14.39008,39.41647;-119.4476,-80.13782
-20.99757,37.09722;-105.6982,-18.4136
-25.43833,37.69679;-58.65401,23.88776
-27.23948,40.76528;-16.1303,64.59221
-26.28857,45.80861;31.50781,93.75672
-22.79047,49.60997;71.50041,48.61305
-17.5875,50.3827;94.3221,-4.558189
-13.80472,48.47429;47.89114,-45.17879
-12.64687,44.21232;5.382275,-83.8392
-13.94067,37.74181;-34.77407,-119.7659
-16.94649,31.10279;-71.64583,-144.7927
-20.35518,24.99921;-49.61621,-80.7711
-21.23421,21.60096;2.393109,-44.95829
-19.28668,17.60455;47.23323,-77.37264
-14.74719,11.75513;89.67725,-107.4822
-11.18367,7.283779;44.65768,-58.49884
-10.26536,5.583659;1.041231,-13.68322
-11.84828,6.392901;-39.98617,26.79301
-15.71384,9.608674;-76.53135,66.82744
-18.93003,15.43171;-42.47915,111.983
-19.78351,23.54262;-0.4240839,146.7076
-18.2025,33.63562;39.47815,178.9193
-14.71984,44.84753;79.18717,205.4401
-9.216879,58.77256;97.91423,245.2909
-5.256656,71.26764;50.42729,190.2563
-3.194724,65.84895;26.61258,-53.44744
0.06853144,61.27079;68.08117,-87.64189
6.101948,55.38738;116.5772,-103.2835
10.53548,49.01606;53.09666,-107.7287
11.34468,43.42958;-5.855718,-86.09979
8.71563,38.62479;-62.45506,-77.29419
2.945209,34.91563;-112.8145,-54.3524
-3.011399,31.91454;-92.79172,-47.96672
-6.39852,27.89741;-38.78935,-76.34662
-10.11421,25.28412;-73.36366,-27.62827
-15.99918,25.28344;-110.3577,13.48596
-23.9547,26.93462;-143.6491,34.42136
-28.11895,30.05286;-96.83741,85.01696
-31.76204,36.22871;-43.13615,111.8299
-28.78614,42.64353;54.98562,104.6171
-23.75452,47.29688;98.10161,64.43623
-18.98794,49.36246;70.44251,19.81096
-16.72111,49.43449;21.94291,-7.863737
-17.05684,47.90207;-18.99879,-34.35694
-19.65797,45.05924;-55.38233,-53.89572
-21.16514,43.59845;-10.41018,-9.98401
-19.90433,41.68605;36.44517,-42.76363
-15.7064,38.4087;86.50964,-60.54747
-9.012321,36.46542;123.9939,-18.66937
-0.9357838,37.49743;139.9772,34.76691
7.428836,41.39028;139.2913,79.68674
13.56993,47.34598;84.39216,108.9456
16.11377,53.32964;21.91807,95.34982
15.12387,58.25463;-35.30198,75.75368
10.83502,62.42763;-89.30057,66.65033
7.358265,64.60963;-42.71658,21.62911
6.561598,64.22206;0.9279847,-20.14362
8.806014,63.7437;55.41378,-2.118052
13.4766,65.37486;88.99868,41.56918
17.90485,68.2321;76.42313,20.53197
23.33538,68.31345;97.40988,15.67264
27.13264,66.63883;46.68694,-33.80163
27.68697,64.13863;-8.984854,-45.65922
25.09245,62.1324;-60.11179,-27.59991
19.57787,61.55149;-107.6515,-0.9481933
11.57278,62.49382;-146.2101,23.87284
2.318356,63.46783;-158.3404,12.5143
-4.847275,62.89624;-100.5292,-20.31673
-10.80204,60.1725;-98.77912,-57.73029
-17.96904,55.09572;-129.7194,-97.87479
-24.25652,49.21014;-128.2266,-128.489
-31.30447,42.03031;-112.3113,-115.4586
-29.06696,36.07784;48.00962,-91.36021
-24.67095,30.68955;85.73161,-89.18529
-17.57471,26.3541;134.3425,-64.07312
-8.074478,24.14641;170.2514,-23.48946
0.3045974,24.64325;124.8269,23.83095
5.818001,27.63345;75.91769,62.62306
8.53475,32.85427;30.38322,99.09084
8.646122,40.17538;-12.09049,133.4189
6.31953,49.47607;-51.87763,165.7578
1.566839,60.49154;-92.66111,192.4875
-2.719079,67.01089;-111.9885,153.4102
-2.413918,17.41633;0,0
27.95745,40.61592;0,0
26.28065,39.06115;-41.7631,-38.7238
21.77909,35.91028;-91.45567,-59.37701
15.94602,34.70671;-100.1952,-0.8722694
11.5152,36.55945;-61.11124,46.45171
8.485918,41.01447;-45.40369,87.99116
8.485918,41.01447;-45.40369,87.99116
2.25729,37.2719;0,0
3.405913,38.506;28.63858,30.76985
3.163723,38.92067;-19.92559,-4.572142
0.4786214,39.47685;-57.08528,16.06003
-1.570431,41.56086;-23.07562,43.95505
-2.764717,45.05747;-18.4198,65.44927
-3.082826,48.91142;1.089245,63.80261
-3.020542,53.36008;1.015663,79.38088
-4.269439,58.67353;-31.52571,93.22346
-7.325431,64.28767;-60.50696,93.89578
-11.34367,67.40544;-82.5227,40.84554
-14.4277,67.72456;-36.25914,-13.77189
-15.42461,64.90524;-7.114388,-63.38951
-14.22486,59.61957;33.28785,-100.3697
-10.45904,52.48116;77.27113,-128.246
-4.313284,46.67644;114.8568,-81.4502
4.183928,43.31555;154.8814,-43.63821
15.26203,40.56694;199.3778,-46.91824
23.90891,36.74483;142.1629,-80.17519
33.06113,33.00156;0,-61.029
29.22029,30.97652;-44.21453,-20.51295
24.73244,31.01696;-89.9509,11.02055
17.67583,30.3312;-131.3334,-22.42544
9.607998,27.35291;-136.1641,-63.01171
3.434814,25.3725;-86.73827,-18.37479
0.141702,25.918;-39.45565,22.51883
-0.1975256,28.47989;10.79198,52.72699
0.7844334,32.1111;19.13559,64.50524
2.52322,38.02502;33.85153,115.4178
5.949031,46.42646;68.54179,152.242
7.977777,53.85211;16.86221,109.9652
7.212234,58.62211;-27.25556,64.74799
4.11614,60.6075;-63.63113,17.72743
1.436902,59.52404;-35.54015,-35.57278
1.046368,55.87568;7.635218,-73.32693
3.725358,51.22429;62.83532,-79.74596
9.560001,46.46421;114.2223,-79.25753
13.82955,41.57213;50.19724,-82.75705
14.86386,38.23854;1.180615,-42.38605
14.13859,33.75977;-18.6026,-90.62404
13.83079,26.53672;1.44909,-135.1362
15.09936,22.11427;44.89091,-88.11408
16.17558,18.83918;4.810411,-38.31185
15.1251,18.53479;-28.49533,11.01088
13.91028,21.38475;-16.32405,65.50748
12.97674,25.79727;-15.22344,77.64633
10.08138,29.13518;-64.50587,45.01166
6.512109,33.08024;-57.1617,76.02425
4.739544,35.66455;-16.11501,27.06366
2.712313,35.19802;-42.61415,-24.7692
1.222733,32.59031;-18.91158,-72.48968
-0.8257566,30.46336;-41.66724,-17.4747
-4.349619,30.82698;-67.26511,17.56406
-6.279149,32.60676;-15.13377,35.65201
-6.872848,35.22066;-7.383972,47.60637
-7.293956,38.53476;-6.863972,59.14394
-7.25462,42.78831;4.329144,76.82191
-6.047897,46.79633;27.86753,62.06348
-3.377051,48.55449;52.77095,13.40365
0.1833457,47.36032;62.73629,-36.22223
5.251045,43.86946;95.25309,-69.03245
